time,true_distance,true_velocity,true_acceleration,d_linenc,d_kalman,d_error
1.264,0.801371,1.265,1,0.8,0.79571,0.00566024
1.265,0.802637,1.266,1,0.8,0.79571,0.00692672
1.266,0.803905,1.267,1,0.8,0.79571,0.00819421
1.267,0.805173,1.268,1,0.8,0.79571,0.00946271
1.268,0.806442,1.269,1,0.8,0.79571,0.0107322
1.269,0.807713,1.27,1,0.8,0.79571,0.0120026
1.27,0.808984,1.271,1,0.8,0.79571,0.0132741
1.271,0.810257,1.272,1,0.8,0.79571,0.0145466
1.272,0.81153,1.273,1,0.8,0.79571,0.0158201
1.273,0.812805,1.274,1,0.8,0.79571,0.0170946
1.274,0.81408,1.275,1,0.8,0.79571,0.01837
1.275,0.815357,1.276,1,0.8,0.79571,0.0196465
1.276,0.816634,1.277,1,0.8,0.79571,0.020924
1.277,0.817913,1.278,1,0.8,0.79571,0.0222025
1.278,0.819192,1.279,1,0.8,0.79571,0.023482
1.279,0.820473,1.28,1,0.8,0.79571,0.0247625
1.28,0.821754,1.281,1,0.8,0.79571,0.026044
1.281,0.823037,1.282,1,0.8,0.79571,0.0273264
1.282,0.82432,1.283,1,0.8,0.79571,0.0286099
1.283,0.825605,1.284,1,0.8,0.79571,0.0298944
1.284,0.82689,1.285,1,0.8,0.79571,0.0311798
1.285,0.828177,1.286,1,0.8,0.79571,0.0324664
1.286,0.829464,1.287,1,0.8,0.79571,0.0337538
1.287,0.830753,1.288,1,0.8,0.79571,0.0350423
1.288,0.832042,1.289,1,0.8,0.79571,0.0363318
1.289,0.833333,1.29,1,0.8,0.79571,0.0376223
1.29,0.834624,1.291,1,0.8,0.79571,0.0389137
1.291,0.835917,1.292,1,0.8,0.79571,0.0402062
1.292,0.83721,1.293,1,0.8,0.79571,0.0414997
1.293,0.838504,1.294,1,0.8,0.79571,0.0427942
1.294,0.8398,1.295,1,0.8,0.79571,0.0440897
1.295,0.841096,1.296,1,0.8,0.79571,0.0453861
1.296,0.842394,1.297,1,0.8,0.79571,0.0466836
1.297,0.843692,1.298,1,0.8,0.79571,0.0479821
1.298,0.844992,1.299,1,0.8,0.79571,0.0492816
1.299,0.846292,1.3,1,0.8,0.79571,0.0505821
1.3,0.847594,1.301,1,0.8,0.79571,0.0518835
1.301,0.848896,1.302,1,0.8,0.79571,0.053186
1.302,0.8502,1.303,1,0.85,0.848886,0.00131392
1.303,0.851504,1.304,1,0.85,0.848886,0.00261843
1.304,0.85281,1.305,1,0.85,0.848886,0.00392389
1.305,0.854116,1.30601,1,0.85,0.848886,0.00523037
1.306,0.855424,1.30701,1,0.85,0.848886,0.00653785
1.307,0.856732,1.30801,1,0.85,0.848886,0.00784636
1.308,0.858042,1.30901,1,0.85,0.848886,0.00915581
1.309,0.859352,1.31001,1,0.85,0.848886,0.0104663
1.31,0.860664,1.31101,1,0.85,0.848886,0.0117778
1.311,0.861976,1.31201,1,0.85,0.848886,0.0130903
1.312,0.86329,1.31301,1,0.85,0.848886,0.0144038
1.313,0.864604,1.31401,1,0.85,0.848886,0.0157182
1.314,0.86592,1.31501,1,0.85,0.848886,0.0170337
1.315,0.867236,1.31601,1,0.85,0.848886,0.0183502
1.316,0.868554,1.31701,1,0.85,0.848886,0.0196677
1.317,0.869872,1.31801,1,0.85,0.848886,0.0209861
1.318,0.871192,1.31901,1,0.85,0.848886,0.0223056
1.319,0.872512,1.32001,1,0.85,0.848886,0.0236261
1.32,0.873833,1.32101,1,0.85,0.848886,0.0249476
1.321,0.875156,1.32201,1,0.85,0.848886,0.0262701
1.322,0.876479,1.32301,1,0.85,0.848886,0.0275936
1.323,0.877804,1.32401,1,0.85,0.848886,0.028918
1.324,0.879129,1.32501,1,0.85,0.848886,0.0302435
1.325,0.880456,1.32601,1,0.85,0.848886,0.03157
1.326,0.881783,1.32701,1,0.85,0.848886,0.0328975
1.327,0.883112,1.32801,1,0.85,0.848886,0.0342259
1.328,0.884441,1.32901,1,0.85,0.848886,0.0355554
1.329,0.885772,1.33001,1,0.85,0.848886,0.0368859
1.33,0.887103,1.33101,1,0.85,0.848886,0.0382174
1.331,0.888436,1.33201,1,0.85,0.848886,0.0395499
1.332,0.889769,1.33301,1,0.85,0.848886,0.0408834
1.333,0.891104,1.33401,1,0.85,0.848886,0.0422179
1.334,0.892439,1.33501,1,0.85,0.848886,0.0435534
1.335,0.893776,1.33601,1,0.85,0.848886,0.0448898
1.336,0.895113,1.33701,1,0.85,0.848886,0.0462273
1.337,0.896452,1.33801,1,0.85,0.848886,0.0475658
1.338,0.897791,1.33901,1,0.85,0.848886,0.0489053
1.339,0.899132,1.34001,1,0.85,0.848886,0.0502458
1.34,0.900473,1.34101,1,0.9,0.901585,-0.00111145
1.341,0.901816,1.34201,1,0.9,0.901585,0.000231028
1.342,0.903159,1.34301,1,0.9,0.901585,0.00157452
1.343,0.904504,1.34401,1,0.9,0.901585,0.00291902
1.344,0.905849,1.34501,1,0.9,0.901585,0.00426447
1.345,0.907196,1.34601,1,0.9,0.901585,0.00561094
1.346,0.908543,1.34701,1,0.9,0.901585,0.00695843
1.347,0.909891,1.34801,1,0.9,0.901585,0.00830692
1.348,0.911241,1.34901,1,0.9,0.901585,0.00965643
1.349,0.912591,1.35001,1,0.9,0.901585,0.0110069
1.35,0.913943,1.35101,1,0.9,0.901585,0.0123584
1.351,0.915295,1.35201,1,0.9,0.901585,0.0137109
1.352,0.916649,1.35301,1,0.9,0.901585,0.0150644
1.353,0.918003,1.35401,1,0.9,0.901585,0.0164188
1.354,0.919359,1.35501,1,0.9,0.901585,0.0177743
1.355,0.920715,1.35601,1,0.9,0.901585,0.0191308
1.356,0.922073,1.35701,1,0.9,0.901585,0.0204883
1.357,0.923431,1.35801,1,0.9,0.901585,0.0218468
1.358,0.924791,1.35901,1,0.9,0.901585,0.0232062
1.359,0.926151,1.36001,1,0.9,0.901585,0.0245667
1.36,0.927513,1.36101,1,0.9,0.901585,0.0259282
1.361,0.928875,1.36201,1,0.9,0.901585,0.0272907
1.362,0.930239,1.36301,1,0.9,0.901585,0.0286542
1.363,0.931603,1.36401,1,0.9,0.901585,0.0300186
1.364,0.932969,1.36501,1,0.9,0.901585,0.0313841
1.365,0.934335,1.36601,1,0.9,0.901585,0.0327506
1.366,0.935703,1.36701,1,0.9,0.901585,0.0341181
1.367,0.937071,1.36801,1,0.9,0.901585,0.0354866
1.368,0.938441,1.36901,1,0.9,0.901585,0.0368561
1.369,0.939811,1.37001,1,0.9,0.901585,0.0382265
1.37,0.941183,1.37101,1,0.9,0.901585,0.039598
1.371,0.942555,1.37201,1,0.9,0.901585,0.0409705
1.372,0.943929,1.37301,1,0.9,0.901585,0.042344
1.373,0.945303,1.37401,1,0.9,0.901585,0.0437185
1.374,0.946679,1.37501,1,0.9,0.901585,0.045094
1.375,0.948055,1.37601,1,0.9,0.901585,0.0464705
1.376,0.949432,1.37701,1,0.9,0.901585,0.0478479
1.377,0.950811,1.37801,1,0.95,0.953807,-0.00299561
1.378,0.95219,1.37901,1,0.95,0.953807,-0.00161612
1.379,0.953571,1.38001,1,0.95,0.953807,-0.000235617
1.38,0.954952,1.38101,1,0.95,0.953807,0.00114584
1.381,0.956335,1.38201,1,0.95,0.953807,0.00252831
1.382,0.957718,1.38301,1,0.95,0.953807,0.00391179
1.383,0.959103,1.38401,1,0.95,0.953807,0.00529629
1.384,0.960488,1.38501,1,0.95,0.953807,0.0066818
1.385,0.961875,1.38601,1,0.95,0.953807,0.00806826
1.386,0.963262,1.38701,1,0.95,0.953807,0.00945574
1.387,0.964651,1.38801,1,0.95,0.953807,0.0108442
1.388,0.96604,1.38901,1,0.95,0.953807,0.0122337
1.389,0.967431,1.39001,1,0.95,0.953807,0.0136242
1.39,0.968822,1.39101,1,0.95,0.953807,0.0150157
1.391,0.970215,1.39201,1,0.95,0.953807,0.0164081
1.392,0.971608,1.39301,1,0.95,0.953807,0.0178016
1.393,0.973003,1.39401,1,0.95,0.953807,0.0191962
1.394,0.974398,1.39501,1,0.95,0.953807,0.0205916
1.395,0.975795,1.39601,1,0.95,0.953807,0.0219881
1.396,0.977192,1.39701,1,0.95,0.953807,0.0233856
1.397,0.978591,1.39801,1,0.95,0.953807,0.0247841
1.398,0.97999,1.39901,1,0.95,0.953807,0.0261835
1.399,0.981391,1.40001,1,0.95,0.953807,0.027584
1.4,0.982792,1.40101,1,0.95,0.953807,0.0289855
1.401,0.984195,1.40201,1,0.95,0.953866,0.0303282
1.402,0.985598,1.40301,1,0.95,0.953866,0.0317317
1.403,0.987003,1.40401,1,0.95,0.953866,0.0331362
1.404,0.988408,1.40501,1,0.95,0.953866,0.0345417
1.405,0.989815,1.40601,1,0.95,0.953866,0.0359482
1.406,0.991222,1.40701,1,0.95,0.953866,0.0373557
1.407,0.99263,1.40801,1,0.95,0.953866,0.0387641
1.408,0.99404,1.40901,1,0.95,0.953866,0.0401736
1.409,0.99545,1.41001,1,0.95,0.953866,0.0415841
1.41,0.996862,1.41101,1,0.95,0.953866,0.0429956
1.411,0.998274,1.41201,1,0.95,0.953866,0.0444081
1.412,0.999688,1.41301,1,0.95,0.953866,0.0458215
1.413,1.0011,1.41401,1,1,0.975663,0.0254396
1.414,1.00252,1.41501,1,1,0.975663,0.0268551
1.415,1.00393,1.41601,1,1,0.975663,0.0282716
1.416,1.00535,1.41701,1,1,0.975663,0.0296891
1.417,1.00677,1.41801,1,1,0.975663,0.0311075
1.418,1.00819,1.41901,1,1,0.975663,0.0325271
1.419,1.00961,1.42001,1,1,0.975663,0.0339476
1.42,1.01103,1.42101,1,1,0.975663,0.035369
1.421,1.01245,1.42201,1,1,0.975663,0.0367916
1.422,1.01388,1.42301,1,1,0.975663,0.038215
1.423,1.0153,1.42401,1,1,0.975663,0.0396395
1.424,1.01673,1.42501,1,1,0.975663,0.041065
1.425,1.01815,1.42601,1,1,0.975663,0.0424914
1.426,1.01958,1.42701,1,1,0.975663,0.043919
1.427,1.02101,1.42801,1,1,0.975663,0.0453475
1.428,1.02244,1.42901,1,1,0.975663,0.0467769
1.429,1.02387,1.43001,1,1,0.975663,0.0482074
1.43,1.0253,1.43101,1,1,0.975663,0.0496389
1.431,1.02673,1.43201,1,1,0.975663,0.0510714
1.432,1.02817,1.43301,1,1,0.975663,0.0525049
1.433,1.0296,1.43401,1,1,0.975663,0.0539393
1.434,1.03104,1.43501,1,1,0.975663,0.0553749
1.435,1.03247,1.43601,1,1,0.975663,0.0568113
1.436,1.03391,1.43701,1,1,0.975663,0.0582489
1.437,1.03535,1.43801,1,1,0.975663,0.0596874
1.438,1.03679,1.43901,1,1,0.975663,0.0611268
1.439,1.03823,1.44001,1,1,0.975663,0.0625674
1.44,1.03967,1.44101,1,1,0.975663,0.0640088
1.441,1.04111,1.44201,1,1,0.975663,0.0654513
1.442,1.04256,1.44301,1,1,0.975663,0.0668948
1.443,1.044,1.44401,1,1,0.975663,0.0683392
1.444,1.04545,1.44501,1,1,0.975663,0.0697848
1.445,1.04689,1.44601,1,1,0.975663,0.0712312
1.446,1.04834,1.44701,1,1,0.975663,0.0726787
1.447,1.04979,1.44801,1,1,0.975663,0.0741272
1.448,1.05124,1.44901,1,1.05,1.03099,0.0202466
1.449,1.05269,1.45001,1,1.05,1.03099,0.0216972
1.45,1.05414,1.45101,1,1.05,1.03099,0.0231487
1.451,1.05559,1.45201,1,1.05,1.03099,0.0246011
1.452,1.05705,1.45301,1,1.05,1.03099,0.0260546
1.453,1.0585,1.45401,1,1.05,1.03099,0.0275091
1.454,1.05996,1.45501,1,1.05,1.03099,0.0289646
1.455,1.06141,1.45601,1,1.05,1.03099,0.0304211
1.456,1.06287,1.45701,1,1.05,1.03099,0.0318786
1.457,1.06433,1.45801,1,1.05,1.03099,0.0333371
1.458,1.06579,1.45901,1,1.05,1.03099,0.0347966
1.459,1.06725,1.46001,1,1.05,1.03099,0.036257
1.46,1.06871,1.46101,1,1.05,1.03099,0.0377185
1.461,1.07017,1.46201,1,1.05,1.03099,0.039181
1.462,1.07164,1.46301,1,1.05,1.03099,0.0406445
1.463,1.0731,1.46401,1,1.05,1.03099,0.042109
1.464,1.07457,1.46501,1,1.05,1.03099,0.0435745
1.465,1.07603,1.46601,1,1.05,1.03099,0.045041
1.466,1.0775,1.46701,1,1.05,1.03099,0.0465084
1.467,1.07897,1.46801,1,1.05,1.03099,0.047977
1.468,1.08044,1.46901,1,1.05,1.03099,0.0494465
1.469,1.08191,1.47001,1,1.05,1.03099,0.0509169
1.47,1.08338,1.47101,1,1.05,1.03099,0.0523884
1.471,1.08485,1.47201,1,1.05,1.03099,0.0538609
1.472,1.08633,1.47301,1,1.05,1.03099,0.0553344
1.473,1.0878,1.47401,1,1.05,1.03099,0.0568089
1.474,1.08928,1.47501,1,1.05,1.03099,0.0582844
1.475,1.09075,1.47601,1,1.05,1.03099,0.0597609
1.476,1.09223,1.47701,1,1.05,1.03099,0.0612384
1.477,1.09371,1.47801,1,1.05,1.03099,0.0627168
1.478,1.09519,1.47901,1,1.05,1.03099,0.0641963
1.479,1.09667,1.48001,1,1.05,1.03099,0.0656768
1.48,1.09815,1.48101,1,1.05,1.03099,0.0671583
1.481,1.09963,1.48201,1,1.05,1.03099,0.0686408
1.482,1.10112,1.48301,1,1.1,1.08538,0.0157377
1.483,1.1026,1.48401,1,1.1,1.08538,0.0172222
1.484,1.10409,1.48501,1,1.1,1.08538,0.0187076
1.485,1.10557,1.48601,1,1.1,1.08538,0.0201942
1.486,1.10706,1.48701,1,1.1,1.08538,0.0216817
1.487,1.10855,1.48801,1,1.1,1.08538,0.0231701
1.488,1.11004,1.48901,1,1.1,1.08538,0.0246596
1.489,1.11153,1.49001,1,1.1,1.08538,0.0261501
1.49,1.11302,1.49101,1,1.1,1.08538,0.0276417
1.491,1.11451,1.49201,1,1.1,1.08538,0.0291342
1.492,1.11601,1.49301,1,1.1,1.08538,0.0306276
1.493,1.1175,1.49401,1,1.1,1.08538,0.0321221
1.494,1.119,1.49501,1,1.1,1.08538,0.0336176
1.495,1.12049,1.49601,1,1.1,1.08538,0.035114
1.496,1.12199,1.49701,1,1.1,1.08538,0.0366116
1.497,1.12349,1.49801,1,1.1,1.08538,0.03811
1.498,1.12499,1.49901,1,1.1,1.08538,0.0396096
1.499,1.12649,1.50001,1,1.1,1.08538,0.04111
1.5,1.12799,1.50101,1,1.1,1.08538,0.0426115
1.501,1.12949,1.50201,1,1.1,1.08538,0.044114
1.502,1.131,1.50301,1,1.1,1.08538,0.0456175
1.503,1.1325,1.50401,1,1.1,1.08538,0.047122
1.504,1.13401,1.50501,1,1.1,1.08538,0.0486275
1.505,1.13551,1.50601,1,1.1,1.08538,0.0501339
1.506,1.13702,1.50701,1,1.1,1.08538,0.0516415
1.507,1.13853,1.50801,1,1.1,1.08538,0.0531499
1.508,1.14004,1.50901,1,1.1,1.08538,0.0546595
1.509,1.14155,1.51001,1,1.1,1.08538,0.05617
1.51,1.14306,1.51101,1,1.1,1.08538,0.0576814
1.511,1.14457,1.51201,1,1.1,1.08538,0.059194
1.512,1.14609,1.51301,1,1.1,1.08538,0.0607074
1.513,1.1476,1.51401,1,1.1,1.08538,0.0622219
1.514,1.14912,1.51501,1,1.1,1.08538,0.0637374
1.515,1.15063,1.51601,1,1.15,1.13885,0.0117788
1.516,1.15215,1.51701,1,1.15,1.13885,0.0132964
1.517,1.15367,1.51801,1,1.15,1.13885,0.0148149
1.518,1.15519,1.51901,1,1.15,1.13885,0.0163343
1.519,1.15671,1.52002,1,1.15,1.13885,0.0178548
1.52,1.15823,1.52102,1,1.15,1.13885,0.0193763
1.521,1.15975,1.52202,1,1.15,1.13885,0.0208988
1.522,1.16128,1.52302,1,1.15,1.13885,0.0224223
1.523,1.1628,1.52402,1,1.15,1.13885,0.0239468
1.524,1.16433,1.52502,1,1.15,1.13885,0.0254723
1.525,1.16585,1.52602,1,1.15,1.13885,0.0269988
1.526,1.16738,1.52702,1,1.15,1.13885,0.0285263
1.527,1.16891,1.52802,1,1.15,1.13885,0.0300548
1.528,1.17044,1.52902,1,1.15,1.13885,0.0315843
1.529,1.17197,1.53002,1,1.15,1.13885,0.0331148
1.53,1.1735,1.53102,1,1.15,1.13885,0.0346463
1.531,1.17503,1.53202,1,1.15,1.13885,0.0361787
1.532,1.17657,1.53302,1,1.15,1.13885,0.0377122
1.533,1.1781,1.53402,1,1.15,1.13885,0.0392467
1.534,1.17964,1.53502,1,1.15,1.13885,0.0407822
1.535,1.18117,1.53602,1,1.15,1.13885,0.0423187
1.536,1.18271,1.53702,1,1.15,1.13885,0.0438561
1.537,1.18425,1.53802,1,1.15,1.13885,0.0453947
1.538,1.18579,1.53902,1,1.15,1.13885,0.0469341
1.539,1.18733,1.54002,1,1.15,1.13885,0.0484747
1.54,1.18887,1.54102,1,1.15,1.13885,0.0500162
1.541,1.19041,1.54202,1,1.15,1.13885,0.0515586
1.542,1.19196,1.54302,1,1.15,1.13885,0.0531021
1.543,1.1935,1.54402,1,1.15,1.13885,0.0546466
1.544,1.19505,1.54502,1,1.15,1.13885,0.0561922
1.545,1.19659,1.54602,1,1.15,1.13885,0.0577387
1.546,1.19814,1.54702,1,1.15,1.13885,0.0592861
1.547,1.19969,1.54802,1,1.15,1.13885,0.0608346
1.548,1.20124,1.54902,1,1.2,1.19285,0.00838614
1.549,1.20279,1.55002,1,1.2,1.19285,0.00993657
1.55,1.20434,1.55102,1,1.2,1.19285,0.0114881
1.551,1.20589,1.55202,1,1.2,1.19285,0.0130405
1.552,1.20745,1.55302,1,1.2,1.19285,0.0145941
1.553,1.209,1.55402,1,1.2,1.19285,0.0161486
1.554,1.21056,1.55502,1,1.2,1.19285,0.017704
1.555,1.21211,1.55602,1,1.2,1.19285,0.0192605
1.556,1.21367,1.55702,1,1.2,1.19285,0.020818
1.557,1.21523,1.55802,1,1.2,1.19285,0.0223765
1.558,1.21679,1.55902,1,1.2,1.19285,0.023936
1.559,1.21835,1.56002,1,1.2,1.19285,0.0254965
1.56,1.21991,1.56102,1,1.2,1.19285,0.027058
1.561,1.22147,1.56202,1,1.2,1.19285,0.0286205
1.562,1.22304,1.56302,1,1.2,1.19285,0.030184
1.563,1.2246,1.56402,1,1.2,1.19285,0.0317485
1.564,1.22617,1.56502,1,1.2,1.19285,0.033314
1.565,1.22773,1.56602,1,1.2,1.19285,0.0348805
1.566,1.2293,1.56702,1,1.2,1.19285,0.036448
1.567,1.23087,1.56802,1,1.2,1.19285,0.0380164
1.568,1.23244,1.56902,1,1.2,1.19285,0.0395859
1.569,1.23401,1.57002,1,1.2,1.19285,0.0411564
1.57,1.23558,1.57102,1,1.2,1.19285,0.0427279
1.571,1.23715,1.57202,1,1.2,1.19285,0.0443004
1.572,1.23873,1.57302,1,1.2,1.19285,0.0458739
1.573,1.2403,1.57402,1,1.2,1.19285,0.0474484
1.574,1.24188,1.57502,1,1.2,1.19285,0.0490239
1.575,1.24345,1.57602,1,1.2,1.19285,0.0506004
1.576,1.24503,1.57702,1,1.2,1.19285,0.0521779
1.577,1.24661,1.57802,1,1.2,1.19285,0.0537564
1.578,1.24819,1.57902,1,1.2,1.19285,0.0553359
1.579,1.24977,1.58002,1,1.2,1.19285,0.0569164
1.58,1.25135,1.58102,1,1.25,1.24587,0.00548387
1.581,1.25293,1.58202,1,1.25,1.24587,0.00706637
1.582,1.25452,1.58302,1,1.25,1.24587,0.00864983
1.583,1.2561,1.58402,1,1.25,1.24587,0.0102344
1.584,1.25769,1.58502,1,1.25,1.24587,0.0118198
1.585,1.25927,1.58602,1,1.25,1.24587,0.0134063
1.586,1.26086,1.58702,1,1.25,1.24587,0.0149938
1.587,1.26245,1.58802,1,1.25,1.24587,0.0165823
1.588,1.26404,1.58902,1,1.25,1.24587,0.0181718
1.589,1.26563,1.59002,1,1.25,1.24587,0.0197623
1.59,1.26722,1.59102,1,1.25,1.24587,0.0213537
1.591,1.26881,1.59202,1,1.25,1.24587,0.0229462
1.592,1.27041,1.59302,1,1.25,1.24587,0.0245397
1.593,1.272,1.59402,1,1.25,1.24587,0.0261343
1.594,1.2736,1.59502,1,1.25,1.24587,0.0277297
1.595,1.27519,1.59602,1,1.25,1.24587,0.0293262
1.596,1.27679,1.59702,1,1.25,1.24587,0.0309237
1.597,1.27839,1.59802,1,1.25,1.24587,0.0325222
1.598,1.27999,1.59902,1,1.25,1.24587,0.0341218
1.599,1.28159,1.60002,1,1.25,1.24587,0.0357223
1.6,1.28319,1.60102,1,1.25,1.24587,0.0373237
1.601,1.28479,1.60202,1,1.25,1.24586,0.0389374
1.602,1.2864,1.60302,1,1.25,1.24586,0.0405409
1.603,1.288,1.60402,1,1.25,1.24586,0.0421454
1.604,1.28961,1.60502,1,1.25,1.24586,0.0437509
1.605,1.29121,1.60602,1,1.25,1.24586,0.0453573
1.606,1.29282,1.60702,1,1.25,1.24586,0.0469649
1.607,1.29443,1.60802,1,1.25,1.24586,0.0485734
1.608,1.29604,1.60902,1,1.25,1.24586,0.0501828
1.609,1.29765,1.61002,1,1.25,1.24586,0.0517933
1.61,1.29926,1.61102,1,1.25,1.24586,0.0534048
1.611,1.30087,1.61202,1,1.3,1.26693,0.0339389
1.612,1.30249,1.61302,1,1.3,1.26693,0.0355524
1.613,1.3041,1.61402,1,1.3,1.26693,0.0371668
1.614,1.30572,1.61502,1,1.3,1.26693,0.0387824
1.615,1.30733,1.61602,1,1.3,1.26693,0.0403988
1.616,1.30895,1.61702,1,1.3,1.26693,0.0420164
1.617,1.31057,1.61802,1,1.3,1.26693,0.0436349
1.618,1.31219,1.61902,1,1.3,1.26693,0.0452543
1.619,1.31381,1.62002,1,1.3,1.26693,0.0468749
1.62,1.31543,1.62102,1,1.3,1.26693,0.0484964
1.621,1.31705,1.62202,1,1.3,1.26693,0.0501188
1.622,1.31868,1.62302,1,1.3,1.26693,0.0517423
1.623,1.3203,1.62402,1,1.3,1.26693,0.0533668
1.624,1.32193,1.62502,1,1.3,1.26693,0.0549923
1.625,1.32355,1.62602,1,1.3,1.26693,0.0566188
1.626,1.32518,1.62702,1,1.3,1.26693,0.0582463
1.627,1.32681,1.62802,1,1.3,1.26693,0.0598748
1.628,1.32844,1.62902,1,1.3,1.26693,0.0615042
1.629,1.33007,1.63002,1,1.3,1.26693,0.0631348
1.63,1.3317,1.63102,1,1.3,1.26693,0.0647663
1.631,1.33333,1.63202,1,1.3,1.26693,0.0663987
1.632,1.33497,1.63302,1,1.3,1.26693,0.0680323
1.633,1.3366,1.63402,1,1.3,1.26693,0.0696667
1.634,1.33824,1.63502,1,1.3,1.26693,0.0713023
1.635,1.33987,1.63602,1,1.3,1.26693,0.0729388
1.636,1.34151,1.63702,1,1.3,1.26693,0.0745763
1.637,1.34315,1.63802,1,1.3,1.26693,0.0762148
1.638,1.34479,1.63902,1,1.3,1.26693,0.0778543
1.639,1.34643,1.64002,1,1.3,1.26693,0.0794947
1.64,1.34807,1.64102,1,1.3,1.26693,0.0811362
1.641,1.34971,1.64202,1,1.3,1.26693,0.0827787
1.642,1.35136,1.64302,1,1.35,1.32287,0.0284873
1.643,1.353,1.64402,1,1.35,1.32287,0.0301318
1.644,1.35465,1.64502,1,1.35,1.32287,0.0317773
1.645,1.35629,1.64602,1,1.35,1.32287,0.0334238
1.646,1.35794,1.64702,1,1.35,1.32287,0.0350713
1.647,1.35959,1.64802,1,1.35,1.32287,0.0367198
1.648,1.36124,1.64902,1,1.35,1.32287,0.0383693
1.649,1.36289,1.65002,1,1.35,1.32287,0.0400198
1.65,1.36454,1.65102,1,1.35,1.32287,0.0416713
1.651,1.36619,1.65202,1,1.35,1.32287,0.0433238
1.652,1.36785,1.65302,1,1.35,1.32287,0.0449773
1.653,1.3695,1.65402,1,1.35,1.32287,0.0466318
1.654,1.37116,1.65502,1,1.35,1.32287,0.0482873
1.655,1.37281,1.65602,1,1.35,1.32287,0.0499438
1.656,1.37447,1.65702,1,1.35,1.32287,0.0516013
1.657,1.37613,1.65802,1,1.35,1.32287,0.0532597
1.658,1.37779,1.65902,1,1.35,1.32287,0.0549192
1.659,1.37945,1.66002,1,1.35,1.32287,0.0565797
1.66,1.38111,1.66102,1,1.35,1.32287,0.0582412
1.661,1.38277,1.66202,1,1.35,1.32287,0.0599037
1.662,1.38444,1.66302,1,1.35,1.32287,0.0615672
1.663,1.3861,1.66402,1,1.35,1.32287,0.0632317
1.664,1.38777,1.66502,1,1.35,1.32287,0.0648972
1.665,1.38943,1.66602,1,1.35,1.32287,0.0665637
1.666,1.3911,1.66702,1,1.35,1.32287,0.0682312
1.667,1.39277,1.66802,1,1.35,1.32287,0.0698997
1.668,1.39444,1.66902,1,1.35,1.32287,0.0715692
1.669,1.39611,1.67002,1,1.35,1.32287,0.0732397
1.67,1.39778,1.67102,1,1.35,1.32287,0.0749112
1.671,1.39945,1.67202,1,1.35,1.32287,0.0765837
1.672,1.40113,1.67302,1,1.4,1.37755,0.0235749
1.673,1.4028,1.67402,1,1.4,1.37755,0.0252495
1.674,1.40448,1.67502,1,1.4,1.37755,0.026925
1.675,1.40615,1.67602,1,1.4,1.37755,0.0286014
1.676,1.40783,1.67702,1,1.4,1.37755,0.0302789
1.677,1.40951,1.67802,1,1.4,1.37755,0.0319574
1.678,1.41119,1.67902,1,1.4,1.37755,0.0336369
1.679,1.41287,1.68002,1,1.4,1.37755,0.0353174
1.68,1.41455,1.68102,1,1.4,1.37755,0.0369989
1.681,1.41623,1.68202,1,1.4,1.37755,0.0386814
1.682,1.41792,1.68302,1,1.4,1.37755,0.0403649
1.683,1.4196,1.68402,1,1.4,1.37755,0.0420494
1.684,1.42129,1.68502,1,1.4,1.37755,0.0437349
1.685,1.42297,1.68602,1,1.4,1.37755,0.0454214
1.686,1.42466,1.68702,1,1.4,1.37755,0.0471089
1.687,1.42635,1.68802,1,1.4,1.37755,0.0487974
1.688,1.42804,1.68902,1,1.4,1.37755,0.0504869
1.689,1.42973,1.69002,1,1.4,1.37755,0.0521774
1.69,1.43142,1.69102,1,1.4,1.37755,0.0538689
1.691,1.43311,1.69202,1,1.4,1.37755,0.0555614
1.692,1.43481,1.69302,1,1.4,1.37755,0.0572549
1.693,1.4365,1.69402,1,1.4,1.37755,0.0589494
1.694,1.4382,1.69502,1,1.4,1.37755,0.0606449
1.695,1.43989,1.69602,1,1.4,1.37755,0.0623413
1.696,1.44159,1.69702,1,1.4,1.37755,0.0640389
1.697,1.44329,1.69802,1,1.4,1.37755,0.0657374
1.698,1.44499,1.69902,1,1.4,1.37755,0.0674368
1.699,1.44669,1.70002,1,1.4,1.37755,0.0691373
1.7,1.44839,1.70102,1,1.4,1.37755,0.0708388
1.701,1.45009,1.70202,1,1.45,1.43102,0.0190711
1.702,1.4518,1.70302,1,1.45,1.43102,0.0207746
1.703,1.4535,1.70402,1,1.45,1.43102,0.0224791
1.704,1.45521,1.70502,1,1.45,1.43102,0.0241846
1.705,1.45691,1.70602,1,1.45,1.43102,0.0258911
1.706,1.45862,1.70702,1,1.45,1.43102,0.0275986
1.707,1.46033,1.70802,1,1.45,1.43102,0.0293071
1.708,1.46204,1.70902,1,1.45,1.43102,0.0310166
1.709,1.46375,1.71002,1,1.45,1.43102,0.0327271
1.71,1.46546,1.71102,1,1.45,1.43102,0.0344386
1.711,1.46717,1.71202,1,1.45,1.43102,0.0361511
1.712,1.46889,1.71302,1,1.45,1.43102,0.0378646
1.713,1.4706,1.71402,1,1.45,1.43102,0.039579
1.714,1.47232,1.71502,1,1.45,1.43102,0.0412946
1.715,1.47403,1.71602,1,1.45,1.43102,0.0430111
1.716,1.47575,1.71702,1,1.45,1.43102,0.0447285
1.717,1.47747,1.71802,1,1.45,1.43102,0.046447
1.718,1.47919,1.71902,1,1.45,1.43102,0.0481665
