time,true_distance,true_velocity,true_acceleration,d_linenc,d_kalman,d_error
2.582,2.99866,1.41901,-1,2.95,3.02086,-0.0222013
2.583,3.00008,1.41801,-1,3,3.08701,-0.086935
2.584,3.00149,1.41701,-1,3,3.08701,-0.0855186
2.585,3.00291,1.41601,-1,3,3.08701,-0.0841031
2.586,3.00432,1.41501,-1,3,3.08701,-0.0826886
2.587,3.00574,1.41401,-1,3,3.08701,-0.081275
2.588,3.00715,1.41301,-1,3,3.08701,-0.0798624
2.589,3.00856,1.41201,-1,3,3.08701,-0.0784509
2.59,3.00997,1.41101,-1,3,3.08701,-0.0770404
2.591,3.01138,1.41001,-1,3,3.08701,-0.0756309
2.592,3.01279,1.40901,-1,3,3.08701,-0.0742223
2.593,3.0142,1.40801,-1,3,3.08701,-0.0728147
2.594,3.0156,1.40701,-1,3,3.08701,-0.0714083
2.595,3.01701,1.40601,-1,3,3.08701,-0.0700028
2.596,3.01841,1.40501,-1,3,3.08701,-0.0685983
2.597,3.01982,1.40401,-1,3,3.08701,-0.0671947
2.598,3.02122,1.40301,-1,3,3.08701,-0.0657921
2.599,3.02262,1.40201,-1,3,3.08701,-0.0643907
2.6,3.02402,1.40101,-1,3,3.08701,-0.0629902
2.601,3.02542,1.40001,-1,3,3.06773,-0.0423059
2.602,3.02682,1.39901,-1,3,3.06773,-0.0409074
2.603,3.02822,1.39801,-1,3,3.06773,-0.0395098
2.604,3.02961,1.39701,-1,3,3.06773,-0.0381134
2.605,3.03101,1.39601,-1,3,3.06773,-0.0367179
2.606,3.0324,1.39501,-1,3,3.06773,-0.0353234
2.607,3.0338,1.39401,-1,3,3.06773,-0.0339298
2.608,3.03519,1.39301,-1,3,3.06773,-0.0325372
2.609,3.03658,1.39201,-1,3,3.06773,-0.0311456
2.61,3.03797,1.39101,-1,3,3.06773,-0.0297551
2.611,3.03936,1.39001,-1,3,3.06773,-0.0283656
2.612,3.04075,1.38901,-1,3,3.06773,-0.0269771
2.613,3.04214,1.38801,-1,3,3.06773,-0.0255895
2.614,3.04352,1.38701,-1,3,3.06773,-0.0242028
2.615,3.04491,1.38601,-1,3,3.06773,-0.0228174
2.616,3.04629,1.38501,-1,3,3.06773,-0.0214329
2.617,3.04768,1.38401,-1,3,3.06773,-0.0200493
2.618,3.04906,1.38301,-1,3,3.06773,-0.0186667
2.619,3.05044,1.38201,-1,3.05,3.10138,-0.0509422
2.62,3.05182,1.38101,-1,3.05,3.10138,-0.0495617
2.621,3.0532,1.38001,-1,3.05,3.10138,-0.0481822
2.622,3.05458,1.37901,-1,3.05,3.10138,-0.0468037
2.623,3.05596,1.37801,-1,3.05,3.10138,-0.0454261
2.624,3.05733,1.37701,-1,3.05,3.10138,-0.0440495
2.625,3.05871,1.37601,-1,3.05,3.10138,-0.0426741
2.626,3.06008,1.37501,-1,3.05,3.10138,-0.0412996
2.627,3.06146,1.37401,-1,3.05,3.10138,-0.0399261
2.628,3.06283,1.37301,-1,3.05,3.10138,-0.0385535
2.629,3.0642,1.37201,-1,3.05,3.10138,-0.0371819
2.63,3.06557,1.37101,-1,3.05,3.10138,-0.0358114
2.631,3.06694,1.37001,-1,3.05,3.10138,-0.0344419
2.632,3.06831,1.36901,-1,3.05,3.10138,-0.0330734
2.633,3.06968,1.36801,-1,3.05,3.10138,-0.0317059
2.634,3.07104,1.36701,-1,3.05,3.10138,-0.0303392
2.635,3.07241,1.36601,-1,3.05,3.10138,-0.0289738
2.636,3.07377,1.36501,-1,3.05,3.10138,-0.0276093
2.637,3.07514,1.36401,-1,3.05,3.10138,-0.0262458
2.638,3.0765,1.36301,-1,3.05,3.10138,-0.0248833
2.639,3.07786,1.36201,-1,3.05,3.10138,-0.0235217
2.64,3.07922,1.36101,-1,3.05,3.10138,-0.0221612
2.641,3.08058,1.36001,-1,3.05,3.10138,-0.0208018
2.642,3.08194,1.35901,-1,3.05,3.10138,-0.0194433
2.643,3.0833,1.35801,-1,3.05,3.10138,-0.0180857
2.644,3.08465,1.35701,-1,3.05,3.10138,-0.0167291
2.645,3.08601,1.35601,-1,3.05,3.10138,-0.0153735
2.646,3.08736,1.35501,-1,3.05,3.10138,-0.014019
2.647,3.08872,1.35401,-1,3.05,3.10138,-0.0126655
2.648,3.09007,1.35301,-1,3.05,3.10138,-0.011313
2.649,3.09142,1.35201,-1,3.05,3.10138,-0.00996137
2.65,3.09277,1.35101,-1,3.05,3.10138,-0.00861073
2.651,3.09412,1.35001,-1,3.05,3.10138,-0.00726128
2.652,3.09547,1.34901,-1,3.05,3.10138,-0.00591278
2.653,3.09682,1.34801,-1,3.05,3.10138,-0.00456524
2.654,3.09816,1.34701,-1,3.05,3.10138,-0.00321865
2.655,3.09951,1.34601,-1,3.05,3.10138,-0.00187302
2.656,3.10085,1.34501,-1,3.1,3.1738,-0.0729458
2.657,3.1022,1.34401,-1,3.1,3.1738,-0.0716023
2.658,3.10354,1.34301,-1,3.1,3.1738,-0.0702598
2.659,3.10488,1.34201,-1,3.1,3.1738,-0.0689182
2.66,3.10622,1.34101,-1,3.1,3.1738,-0.0675776
2.661,3.10756,1.34001,-1,3.1,3.1738,-0.0662382
2.662,3.1089,1.33901,-1,3.1,3.1738,-0.0648997
2.663,3.11024,1.33801,-1,3.1,3.1738,-0.0635622
2.664,3.11157,1.33701,-1,3.1,3.1738,-0.0622256
2.665,3.11291,1.33601,-1,3.1,3.1738,-0.06089
2.666,3.11424,1.33501,-1,3.1,3.1738,-0.0595555
2.667,3.11558,1.33401,-1,3.1,3.1738,-0.0582221
2.668,3.11691,1.33301,-1,3.1,3.1738,-0.0568895
2.669,3.11824,1.33201,-1,3.1,3.1738,-0.055558
2.67,3.11957,1.33101,-1,3.1,3.1738,-0.0542274
2.671,3.1209,1.33001,-1,3.1,3.1738,-0.0528979
2.672,3.12223,1.32901,-1,3.1,3.1738,-0.0515695
2.673,3.12356,1.32801,-1,3.1,3.1738,-0.0502419
2.674,3.12488,1.32701,-1,3.1,3.1738,-0.0489154
2.675,3.12621,1.32601,-1,3.1,3.1738,-0.0475898
2.676,3.12753,1.32501,-1,3.1,3.1738,-0.0462654
2.677,3.12886,1.32401,-1,3.1,3.1738,-0.0449419
2.678,3.13018,1.32301,-1,3.1,3.1738,-0.0436194
2.679,3.1315,1.32201,-1,3.1,3.1738,-0.0422978
2.68,3.13282,1.32101,-1,3.1,3.1738,-0.0409772
2.681,3.13414,1.32001,-1,3.1,3.1738,-0.0396576
2.682,3.13546,1.31901,-1,3.1,3.1738,-0.0383391
2.683,3.13678,1.31801,-1,3.1,3.1738,-0.0370216
2.684,3.1381,1.31701,-1,3.1,3.1738,-0.0357051
2.685,3.13941,1.31601,-1,3.1,3.1738,-0.0343895
2.686,3.14073,1.31501,-1,3.1,3.1738,-0.0330749
2.687,3.14204,1.31401,-1,3.1,3.1738,-0.0317614
2.688,3.14335,1.31301,-1,3.1,3.1738,-0.0304489
2.689,3.14466,1.31201,-1,3.1,3.1738,-0.0291374
2.69,3.14597,1.31101,-1,3.1,3.1738,-0.0278268
2.691,3.14728,1.31001,-1,3.1,3.1738,-0.0265172
2.692,3.14859,1.30901,-1,3.1,3.1738,-0.0252087
2.693,3.1499,1.30801,-1,3.1,3.1738,-0.0239012
2.694,3.15121,1.30701,-1,3.15,3.24609,-0.0948799
2.695,3.15251,1.30601,-1,3.15,3.24609,-0.0935743
2.696,3.15382,1.305,-1,3.15,3.24609,-0.0922697
2.697,3.15512,1.304,-1,3.15,3.24609,-0.0909662
2.698,3.15642,1.303,-1,3.15,3.24609,-0.0896637
2.699,3.15772,1.302,-1,3.15,3.24609,-0.0883622
2.7,3.15902,1.301,-1,3.15,3.24609,-0.0870616
2.701,3.16032,1.3,-1,3.15,3.24609,-0.085762
2.702,3.16162,1.299,-1,3.15,3.24609,-0.0844636
2.703,3.16292,1.298,-1,3.15,3.24609,-0.0831661
2.704,3.16422,1.297,-1,3.15,3.24609,-0.0818696
2.705,3.16551,1.296,-1,3.15,3.24609,-0.080574
2.706,3.16681,1.295,-1,3.15,3.24609,-0.0792794
2.707,3.1681,1.294,-1,3.15,3.24609,-0.077986
2.708,3.16939,1.293,-1,3.15,3.24609,-0.0766935
2.709,3.17068,1.292,-1,3.15,3.24609,-0.075402
2.71,3.17197,1.291,-1,3.15,3.24609,-0.0741115
2.711,3.17326,1.29,-1,3.15,3.24609,-0.0728219
2.712,3.17455,1.289,-1,3.15,3.24609,-0.0715334
2.713,3.17584,1.288,-1,3.15,3.24609,-0.070246
2.714,3.17713,1.287,-1,3.15,3.24609,-0.0689595
2.715,3.17841,1.286,-1,3.15,3.24609,-0.0676739
2.716,3.1797,1.285,-1,3.15,3.24609,-0.0663893
2.717,3.18098,1.284,-1,3.15,3.24609,-0.0651057
2.718,3.18226,1.283,-1,3.15,3.24609,-0.0638232
2.719,3.18354,1.282,-1,3.15,3.24609,-0.0625417
2.72,3.18482,1.281,-1,3.15,3.24609,-0.0612612
2.721,3.1861,1.28,-1,3.15,3.24609,-0.0599816
2.722,3.18738,1.279,-1,3.15,3.24609,-0.0587029
2.723,3.18866,1.278,-1,3.15,3.24609,-0.0574255
2.724,3.18994,1.277,-1,3.15,3.24609,-0.056149
2.725,3.19121,1.276,-1,3.15,3.24609,-0.0548735
2.726,3.19249,1.275,-1,3.15,3.24609,-0.0535989
2.727,3.19376,1.274,-1,3.15,3.24609,-0.0523252
2.728,3.19503,1.273,-1,3.15,3.24609,-0.0510528
2.729,3.1963,1.272,-1,3.15,3.24609,-0.0497813
2.73,3.19757,1.271,-1,3.15,3.24609,-0.0485108
2.731,3.19884,1.27,-1,3.15,3.24609,-0.0472412
2.732,3.20011,1.269,-1,3.2,3.31606,-0.11595
2.733,3.20138,1.268,-1,3.2,3.31606,-0.114682
2.734,3.20265,1.267,-1,3.2,3.31606,-0.113416
2.735,3.20391,1.266,-1,3.2,3.31606,-0.11215
2.736,3.20518,1.265,-1,3.2,3.31606,-0.110886
2.737,3.20644,1.264,-1,3.2,3.31606,-0.109622
2.738,3.2077,1.263,-1,3.2,3.31606,-0.10836
2.739,3.20896,1.262,-1,3.2,3.31606,-0.107098
2.74,3.21022,1.261,-1,3.2,3.31606,-0.105838
2.741,3.21148,1.26,-1,3.2,3.31606,-0.104578
2.742,3.21274,1.259,-1,3.2,3.31606,-0.103319
2.743,3.214,1.258,-1,3.2,3.31606,-0.102062
2.744,3.21526,1.257,-1,3.2,3.31606,-0.100806
2.745,3.21651,1.256,-1,3.2,3.31606,-0.09955
2.746,3.21777,1.255,-1,3.2,3.31606,-0.0982955
2.747,3.21902,1.254,-1,3.2,3.31606,-0.0970418
2.748,3.22027,1.253,-1,3.2,3.31606,-0.0957894
2.749,3.22152,1.252,-1,3.2,3.31606,-0.094538
2.75,3.22277,1.251,-1,3.2,3.31606,-0.0932875
2.751,3.22402,1.25,-1,3.2,3.31606,-0.0920379
2.752,3.22527,1.249,-1,3.2,3.31606,-0.0907893
2.753,3.22652,1.248,-1,3.2,3.31606,-0.0895417
2.754,3.22777,1.247,-1,3.2,3.31606,-0.0882952
2.755,3.22901,1.246,-1,3.2,3.31606,-0.0870497
2.756,3.23026,1.245,-1,3.2,3.31606,-0.0858052
2.757,3.2315,1.244,-1,3.2,3.31606,-0.0845616
2.758,3.23274,1.243,-1,3.2,3.31606,-0.0833189
2.759,3.23398,1.242,-1,3.2,3.31606,-0.0820775
2.76,3.23523,1.241,-1,3.2,3.31606,-0.080837
2.761,3.23646,1.24,-1,3.2,3.31606,-0.0795975
2.762,3.2377,1.239,-1,3.2,3.31606,-0.0783589
2.763,3.23894,1.238,-1,3.2,3.31606,-0.0771213
2.764,3.24018,1.237,-1,3.2,3.31606,-0.0758848
2.765,3.24141,1.236,-1,3.2,3.31606,-0.0746493
2.766,3.24265,1.235,-1,3.2,3.31606,-0.0734148
2.767,3.24388,1.234,-1,3.2,3.31606,-0.0721812
2.768,3.24511,1.233,-1,3.2,3.31606,-0.0709486
2.769,3.24635,1.232,-1,3.2,3.31606,-0.0697172
2.77,3.24758,1.231,-1,3.2,3.31606,-0.0684867
2.771,3.24881,1.23,-1,3.2,3.31606,-0.0672572
2.772,3.25003,1.229,-1,3.25,3.3876,-0.137563
2.773,3.25126,1.228,-1,3.25,3.3876,-0.136335
2.774,3.25249,1.227,-1,3.25,3.3876,-0.135109
2.775,3.25371,1.226,-1,3.25,3.3876,-0.133883
2.776,3.25494,1.225,-1,3.25,3.3876,-0.132659
2.777,3.25616,1.224,-1,3.25,3.3876,-0.131435
2.778,3.25738,1.223,-1,3.25,3.3876,-0.130213
2.779,3.25861,1.222,-1,3.25,3.3876,-0.128991
2.78,3.25983,1.221,-1,3.25,3.3876,-0.127771
2.781,3.26105,1.22,-1,3.25,3.3876,-0.126551
2.782,3.26226,1.219,-1,3.25,3.3876,-0.125333
2.783,3.26348,1.218,-1,3.25,3.3876,-0.124115
2.784,3.2647,1.217,-1,3.25,3.3876,-0.122899
2.785,3.26591,1.216,-1,3.25,3.3876,-0.121683
2.786,3.26713,1.215,-1,3.25,3.3876,-0.120469
2.787,3.26834,1.214,-1,3.25,3.3876,-0.119255
2.788,3.26955,1.213,-1,3.25,3.3876,-0.118042
2.789,3.27077,1.212,-1,3.25,3.3876,-0.116831
2.79,3.27198,1.211,-1,3.25,3.3876,-0.115621
2.791,3.27319,1.21,-1,3.25,3.3876,-0.114411
2.792,3.27439,1.209,-1,3.25,3.3876,-0.113203
2.793,3.2756,1.208,-1,3.25,3.3876,-0.111995
2.794,3.27681,1.207,-1,3.25,3.3876,-0.110788
2.795,3.27801,1.206,-1,3.25,3.3876,-0.109583
2.796,3.27922,1.205,-1,3.25,3.3876,-0.108378
2.797,3.28042,1.204,-1,3.25,3.3876,-0.107175
2.798,3.28162,1.203,-1,3.25,3.3876,-0.105972
2.799,3.28283,1.202,-1,3.25,3.3876,-0.104771
2.8,3.28403,1.201,-1,3.25,3.3876,-0.10357
2.801,3.28523,1.2,-1,3.25,3.37046,-0.0852294
2.802,3.28642,1.199,-1,3.25,3.37046,-0.0840309
2.803,3.28762,1.198,-1,3.25,3.37046,-0.0828333
2.804,3.28882,1.197,-1,3.25,3.37046,-0.0816367
2.805,3.29001,1.196,-1,3.25,3.37046,-0.0804412
2.806,3.29121,1.195,-1,3.25,3.37046,-0.0792468
2.807,3.2924,1.194,-1,3.25,3.37046,-0.0780532
2.808,3.29359,1.193,-1,3.25,3.37046,-0.0768607
2.809,3.29479,1.192,-1,3.25,3.37046,-0.0756691
2.81,3.29598,1.191,-1,3.25,3.37046,-0.0744786
2.811,3.29717,1.19,-1,3.25,3.37046,-0.0732892
2.812,3.29835,1.189,-1,3.25,3.37046,-0.0721006
2.813,3.29954,1.188,-1,3.25,3.37046,-0.0709131
2.814,3.30073,1.187,-1,3.3,3.38871,-0.0879855
2.815,3.30191,1.186,-1,3.3,3.38871,-0.0868001
2.816,3.3031,1.185,-1,3.3,3.38871,-0.0856156
2.817,3.30428,1.184,-1,3.3,3.38871,-0.0844321
2.818,3.30546,1.183,-1,3.3,3.38871,-0.0832496
2.819,3.30665,1.182,-1,3.3,3.38871,-0.082068
2.82,3.30783,1.181,-1,3.3,3.38871,-0.0808876
2.821,3.30901,1.18,-1,3.3,3.38871,-0.0797081
2.822,3.31018,1.179,-1,3.3,3.38871,-0.0785296
2.823,3.31136,1.178,-1,3.3,3.38871,-0.077352
2.824,3.31254,1.177,-1,3.3,3.38871,-0.0761755
2.825,3.31371,1.176,-1,3.3,3.38871,-0.075
2.826,3.31489,1.175,-1,3.3,3.38871,-0.0738256
2.827,3.31606,1.174,-1,3.3,3.38871,-0.0726521
2.828,3.31723,1.173,-1,3.3,3.38871,-0.0714796
2.829,3.31841,1.172,-1,3.3,3.38871,-0.070308
2.83,3.31958,1.171,-1,3.3,3.38871,-0.0691373
2.831,3.32075,1.17,-1,3.3,3.38871,-0.0679679
2.832,3.32191,1.169,-1,3.3,3.38871,-0.0667994
2.833,3.32308,1.168,-1,3.3,3.38871,-0.0656319
2.834,3.32425,1.167,-1,3.3,3.38871,-0.0644653
2.835,3.32541,1.166,-1,3.3,3.38871,-0.0632997
2.836,3.32658,1.165,-1,3.3,3.38871,-0.0621352
2.837,3.32774,1.164,-1,3.3,3.38871,-0.0609717
2.838,3.32891,1.163,-1,3.3,3.38871,-0.0598092
2.839,3.33007,1.162,-1,3.3,3.38871,-0.0586476
2.84,3.33123,1.161,-1,3.3,3.38871,-0.057487
2.841,3.33239,1.16,-1,3.3,3.38871,-0.0563276
2.842,3.33355,1.159,-1,3.3,3.38871,-0.0551691
2.843,3.3347,1.158,-1,3.3,3.38871,-0.0540116
2.844,3.33586,1.157,-1,3.3,3.38871,-0.052855
2.845,3.33701,1.156,-1,3.3,3.38871,-0.0516994
2.846,3.33817,1.155,-1,3.3,3.38871,-0.050545
2.847,3.33932,1.154,-1,3.3,3.38871,-0.0493915
2.848,3.34048,1.153,-1,3.3,3.38871,-0.048239
2.849,3.34163,1.152,-1,3.3,3.38871,-0.0470874
2.85,3.34278,1.151,-1,3.3,3.38871,-0.0459368
2.851,3.34393,1.15,-1,3.3,3.38871,-0.0447874
2.852,3.34508,1.149,-1,3.3,3.38871,-0.0436389
2.853,3.34622,1.148,-1,3.3,3.38871,-0.0424914
2.854,3.34737,1.147,-1,3.3,3.38871,-0.0413449
2.855,3.34852,1.146,-1,3.3,3.38871,-0.0401993
2.856,3.34966,1.145,-1,3.3,3.38871,-0.0390549
2.857,3.3508,1.144,-1,3.35,3.46692,-0.116116
2.858,3.35195,1.143,-1,3.35,3.46692,-0.114974
2.859,3.35309,1.142,-1,3.35,3.46692,-0.113832
2.86,3.35423,1.141,-1,3.35,3.46692,-0.112691
2.861,3.35537,1.14,-1,3.35,3.46692,-0.111552
2.862,3.35651,1.139,-1,3.35,3.46692,-0.110414
2.863,3.35764,1.138,-1,3.35,3.46692,-0.109276
2.864,3.35878,1.137,-1,3.35,3.46692,-0.10814
2.865,3.35992,1.136,-1,3.35,3.46692,-0.107004
2.866,3.36105,1.135,-1,3.35,3.46692,-0.105869
2.867,3.36218,1.134,-1,3.35,3.46692,-0.104736
2.868,3.36332,1.133,-1,3.35,3.46692,-0.103603
2.869,3.36445,1.132,-1,3.35,3.46692,-0.102472
2.87,3.36558,1.131,-1,3.35,3.46692,-0.101341
2.871,3.36671,1.13,-1,3.35,3.46692,-0.100212
2.872,3.36784,1.129,-1,3.35,3.46692,-0.0990832
2.873,3.36896,1.128,-1,3.35,3.46692,-0.0979557
2.874,3.37009,1.127,-1,3.35,3.46692,-0.0968292
2.875,3.37122,1.126,-1,3.35,3.46692,-0.0957036
2.876,3.37234,1.125,-1,3.35,3.46692,-0.094579
2.877,3.37346,1.124,-1,3.35,3.46692,-0.0934556
2.878,3.37459,1.123,-1,3.35,3.46692,-0.0923331
2.879,3.37571,1.122,-1,3.35,3.46692,-0.0912116
2.88,3.37683,1.121,-1,3.35,3.46692,-0.090091
2.881,3.37795,1.12,-1,3.35,3.46692,-0.0889714
2.882,3.37907,1.119,-1,3.35,3.46692,-0.087853
2.883,3.38018,1.118,-1,3.35,3.46692,-0.0867355
2.884,3.3813,1.117,-1,3.35,3.46692,-0.085619
2.885,3.38242,1.116,-1,3.35,3.46692,-0.0845034
2.886,3.38353,1.115,-1,3.35,3.46692,-0.0833888
2.887,3.38464,1.114,-1,3.35,3.46692,-0.0822754
2.888,3.38576,1.113,-1,3.35,3.46692,-0.0811629
2.889,3.38687,1.112,-1,3.35,3.46692,-0.0800514
2.89,3.38798,1.111,-1,3.35,3.46692,-0.0789409
2.891,3.38909,1.11,-1,3.35,3.46692,-0.0778313
2.892,3.3902,1.109,-1,3.35,3.46692,-0.0767229
2.893,3.3913,1.108,-1,3.35,3.46692,-0.0756154
2.894,3.39241,1.107,-1,3.35,3.46692,-0.0745089
2.895,3.39352,1.106,-1,3.35,3.46692,-0.0734034
2.896,3.39462,1.105,-1,3.35,3.46692,-0.0722988
2.897,3.39572,1.104,-1,3.35,3.46692,-0.0711954
2.898,3.39683,1.103,-1,3.35,3.46692,-0.0700929
2.899,3.39793,1.102,-1,3.35,3.46692,-0.0689914
2.9,3.39903,1.101,-1,3.35,3.46692,-0.0678909
2.901,3.40013,1.1,-1,3.4,3.5437,-0.143574
2.902,3.40123,1.099,-1,3.4,3.5437,-0.142475
2.903,3.40232,1.098,-1,3.4,3.5437,-0.141377
2.904,3.40342,1.097,-1,3.4,3.5437,-0.140281
2.905,3.40452,1.096,-1,3.4,3.5437,-0.139185
2.906,3.40561,1.095,-1,3.4,3.5437,-0.138091
2.907,3.4067,1.094,-1,3.4,3.5437,-0.136997
2.908,3.4078,1.093,-1,3.4,3.5437,-0.135905
2.909,3.40889,1.092,-1,3.4,3.5437,-0.134813
2.91,3.40998,1.09099,-1,3.4,3.5437,-0.133723
2.911,3.41107,1.08999,-1,3.4,3.5437,-0.132633
2.912,3.41216,1.08899,-1,3.4,3.5437,-0.131545
2.913,3.41324,1.08799,-1,3.4,3.5437,-0.130457
2.914,3.41433,1.08699,-1,3.4,3.5437,-0.129371
2.915,3.41542,1.08599,-1,3.4,3.5437,-0.128285
2.916,3.4165,1.08499,-1,3.4,3.5437,-0.127201
2.917,3.41758,1.08399,-1,3.4,3.5437,-0.126117
2.918,3.41867,1.08299,-1,3.4,3.5437,-0.125035
2.919,3.41975,1.08199,-1,3.4,3.5437,-0.123953
2.92,3.42083,1.08099,-1,3.4,3.5437,-0.122873
2.921,3.42191,1.07999,-1,3.4,3.5437,-0.121793
2.922,3.42299,1.07899,-1,3.4,3.5437,-0.120714
2.923,3.42406,1.07799,-1,3.4,3.5437,-0.119637
2.924,3.42514,1.07699,-1,3.4,3.5437,-0.118561
2.925,3.42622,1.07599,-1,3.4,3.5437,-0.117485
2.926,3.42729,1.07499,-1,3.4,3.5437,-0.11641
2.927,3.42836,1.07399,-1,3.4,3.5437,-0.115337
2.928,3.42944,1.07299,-1,3.4,3.5437,-0.114264
2.929,3.43051,1.07199,-1,3.4,3.5437,-0.113193
2.93,3.43158,1.07099,-1,3.4,3.5437,-0.112123
2.931,3.43265,1.06999,-1,3.4,3.5437,-0.111053
2.932,3.43372,1.06899,-1,3.4,3.5437,-0.109984
2.933,3.43478,1.06799,-1,3.4,3.5437,-0.108917
2.934,3.43585,1.06699,-1,3.4,3.5437,-0.107851
2.935,3.43692,1.06599,-1,3.4,3.5437,-0.106785
2.936,3.43798,1.06499,-1,3.4,3.5437,-0.105721
2.937,3.43904,1.06399,-1,3.4,3.5437,-0.104657
2.938,3.44011,1.06299,-1,3.4,3.5437,-0.103594
2.939,3.44117,1.06199,-1,3.4,3.5437,-0.102533
2.94,3.44223,1.06099,-1,3.4,3.5437,-0.101472
2.941,3.44329,1.05999,-1,3.4,3.5437,-0.100413
2.942,3.44435,1.05899,-1,3.4,3.5437,-0.0993543
2.943,3.4454,1.05799,-1,3.4,3.5437,-0.0982966
2.944,3.44646,1.05699,-1,3.4,3.5437,-0.0972402
2.945,3.44752,1.05599,-1,3.4,3.5437,-0.0961847
2.946,3.44857,1.05499,-1,3.4,3.5437,-0.0951302
2.947,3.44962,1.05399,-1,3.4,3.5437,-0.0940766
2.948,3.45068,1.05299,-1,3.45,3.62248,-0.171804
2.949,3.45173,1.05199,-1,3.45,3.62248,-0.170753
2.95,3.45278,1.05099,-1,3.45,3.62248,-0.169703
2.951,3.45383,1.04999,-1,3.45,3.62248,-0.168653
2.952,3.45488,1.04899,-1,3.45,3.62248,-0.167604
2.953,3.45592,1.04799,-1,3.45,3.62248,-0.166557
2.954,3.45697,1.04699,-1,3.45,3.62248,-0.16551
2.955,3.45802,1.04599,-1,3.45,3.62248,-0.164465
2.956,3.45906,1.04499,-1,3.45,3.62248,-0.16342
2.957,3.4601,1.04399,-1,3.45,3.62248,-0.162377
2.958,3.46115,1.04299,-1,3.45,3.62248,-0.161334
2.959,3.46219,1.04199,-1,3.45,3.62248,-0.160293
2.96,3.46323,1.04099,-1,3.45,3.62248,-0.159252
2.961,3.46427,1.03999,-1,3.45,3.62248,-0.158213
2.962,3.46531,1.03899,-1,3.45,3.62248,-0.157174
2.963,3.46634,1.03799,-1,3.45,3.62248,-0.156137
2.964,3.46738,1.03699,-1,3.45,3.62248,-0.1551
2.965,3.46842,1.03599,-1,3.45,3.62248,-0.154065
2.966,3.46945,1.03499,-1,3.45,3.62248,-0.15303
2.967,3.47048,1.03399,-1,3.45,3.62248,-0.151997
2.968,3.47152,1.03299,-1,3.45,3.62248,-0.150964
2.969,3.47255,1.03199,-1,3.45,3.62248,-0.149933
2.97,3.47358,1.03099,-1,3.45,3.62248,-0.148902
2.971,3.47461,1.02999,-1,3.45,3.62248,-0.147873
2.972,3.47564,1.02899,-1,3.45,3.62248,-0.146844
2.973,3.47666,1.02799,-1,3.45,3.62248,-0.145817
2.974,3.47769,1.02699,-1,3.45,3.62248,-0.14479
2.975,3.47872,1.02599,-1,3.45,3.62248,-0.143765
2.976,3.47974,1.02499,-1,3.45,3.62248,-0.14274
2.977,3.48076,1.02399,-1,3.45,3.62248,-0.141717
2.978,3.48179,1.02299,-1,3.45,3.62248,-0.140694
2.979,3.48281,1.02199,-1,3.45,3.62248,-0.139673
2.98,3.48383,1.02099,-1,3.45,3.62248,-0.138652
2.981,3.48485,1.01999,-1,3.45,3.62248,-0.137633
2.982,3.48587,1.01899,-1,3.45,3.62248,-0.136614
2.983,3.48689,1.01799,-1,3.45,3.62248,-0.135597
2.984,3.4879,1.01699,-1,3.45,3.62248,-0.13458
2.985,3.48892,1.01599,-1,3.45,3.62248,-0.133564
2.986,3.48993,1.01499,-1,3.45,3.62248,-0.13255
2.987,3.49095,1.01399,-1,3.45,3.62248,-0.131536
2.988,3.49196,1.01299,-1,3.45,3.62248,-0.130524
2.989,3.49297,1.01199,-1,3.45,3.62248,-0.129512
2.99,3.49398,1.01099,-1,3.45,3.62248,-0.128502
2.991,3.49499,1.00999,-1,3.45,3.62248,-0.127492
2.992,3.496,1.00899,-1,3.45,3.62248,-0.126484
2.993,3.49701,1.00799,-1,3.45,3.62248,-0.125476
2.994,3.49801,1.00699,-1,3.45,3.62248,-0.12447
2.995,3.49902,1.00599,-1,3.45,3.62248,-0.123464
2.996,3.50002,1.00499,-1,3.5,3.6988,-0.19878
2.997,3.50103,1.00399,-1,3.5,3.6988,-0.197777
2.998,3.50203,1.00299,-1,3.5,3.6988,-0.196774
2.999,3.50303,1.00199,-1,3.5,3.6988,-0.195773
3,3.50403,1.00099,-1,3.5,3.6988,-0.194772
3.001,3.50503,0.999991,-1,3.5,3.68388,-0.178852
3.002,3.50603,0.998991,-1,3.5,3.68388,-0.177853
3.003,3.50703,0.997991,-1,3.5,3.68388,-0.176856
3.004,3.50802,0.996991,-1,3.5,3.68388,-0.175859
3.005,3.50902,0.995991,-1,3.5,3.68388,-0.174864
3.006,3.51001,0.994991,-1,3.5,3.68388,-0.173869
3.007,3.51101,0.993991,-1,3.5,3.68388,-0.172876
3.008,3.512,0.992991,-1,3.5,3.68388,-0.171883
3.009,3.51299,0.991991,-1,3.5,3.68388,-0.170892
3.01,3.51398,0.990991,-1,3.5,3.68388,-0.169901
3.011,3.51497,0.989991,-1,3.5,3.68388,-0.168911
3.012,3.51596,0.988991,-1,3.5,3.68388,-0.167923
3.013,3.51695,0.987991,-1,3.5,3.68388,-0.166935
3.014,3.51793,0.986991,-1,3.5,3.68388,-0.165949
3.015,3.51892,0.985991,-1,3.5,3.68388,-0.164963
3.016,3.5199,0.984991,-1,3.5,3.68388,-0.163979
3.017,3.52089,0.983991,-1,3.5,3.68388,-0.162995
3.018,3.52187,0.982991,-1,3.5,3.68388,-0.162013
